id,title,content,authorId,createdAt,updatedAt,instagram_id
49,Towl Park Playground This small structure was,"Towl Park Playground

This small structure was on a big ol’ list of playgrounds in Omaha. Due to where we were during this morning, proximity to our location brought us here. 

Towl Park is tucked away near 90th and Center—with baseball diamonds, a basketball hoop and right near the Keystone Trail this has the makings of a great little spot. What I will say is that this playground is perfect for mamas who like to get their steps in + their miles logged! Pack up the scooters, bikes and strollers and get out on the Keystone. A couple of minutes walk from the parking lot, and you get to the playground. Perfect to let them get their wiggles out, then I would think they’d be ready to move on. The equipment is a little dated and just sort of a small structure.

No frills here—a couple of benches, shade from the trees and no bathrooms. Ultimately. I’ll be back with a friend or two along with our strollers and kiddos to get our steps in, and we will make a quick pit stop at the structure to burn some energy off. 

Have you been here? Are you a walkin’ mama?",clpzow697000310stkk4w574j,2023-08-28 19:02:09,2023-08-28 19:02:09,3179528285889277853
52,"Halleck Park Castle Playground Ok, Papillion mamas—I","Halleck Park Castle Playground

Ok, Papillion mamas—I see you! How have I not been here before?! This park is huge, complete with baseball diamonds, tennis courts, a cute pond, walking trails and of course, playgrounds! 

There are two playgrounds at Halleck park, and we loved this “big kid” one! Three stories tall and lots of variety for kids to climb, slide and use their imaginations. (It’s a perfect Paw Patrol lookout tower!) This particular structure is great for your bigger kiddos, we stayed here so long that I wasn’t able to visit the other structure (which looks better for your littles!) 

While we were there, we ran into the moms and instructors from @fit4mom.omahasouth and if you’re a mama of littles and want to workout with other moms and their kids, this is a great group for you! Word on the street is that they do lots of playing afterwards 

- Plenty of natural shade 
- Woodchips
- A porta-potty situation—pretty clean, but still, a porta-potty 
- Lots of parking, and some great trails for bikes and stroller walks as well! 

What is your favorite thing to do at Halleck park? Have you been? Are wood chips better than sand?!",clpzow697000310stkk4w574j,2023-08-17 20:17:26,2023-08-17 20:17:26,3171593639507770376
50,The Grove Playground + Splash Pad A,"The Grove Playground + Splash Pad

A double whammy well worth your time! Out West in Elkhorn, The Grove delivers for almost everyone in your group. The photos might not make it look it, but dang it was busy today! Even with how busy it is, there is enough room for everyone to spread out and play!

Up first, the playground itself is great for most kids above toddler-hood. Those sure on their feet and moderate to excellent climbers will love all of the different options with this equipment. The surface of the playground is all rubberized play surface, but right nearby is a small sandpit (where of course most of the shade is!). Benches are around the park, but each one is unshaded. (A pro-tip would be to bring your own chairs or a blanket and set up in the shade under nearby the structure!) there’s a small shaded pavilion with two picnic tables by the playground and a larger one near the splash pad with about 8 tables!

The splash pad is a total hoot! There are fountains and water features for kids of all ages—from a small little frog waterfall to the huge bucket that dumps A LOT of water every 3-5 minutes! Surface is treated to be mostly non-slip as well as cool(ish) to the touch. We love bringing cups and water toys to fill up and dump out ourselves. 

There are also so many other features here! 
- Ample parking, including handicap spots
-New bathrooms that are well looked after 
- 4 Pickleball Courts as well as 1 Tennis Court
- Large green spaces good for soccer, yard games or just running (mom look how fast I am!)
- Basketball court 

We love The Grove park—have you been? What is your favorite part?",clpzow697000310stkk4w574j,2023-08-12 19:09:02,2023-08-12 19:09:02,3167935339750394081
53,"I saw this the other day, and","I saw this the other day, and I am convinced some of the best glimmers happen on the playground  

Share if you want! Mine is when they come down the slide and their static charged hair is standing on end.",clpzow697000310stkk4w574j,2023-08-14 22:28:36,2023-08-14 22:28:36,3169485332051473212
54,"Lee G. Simmons Wildlife Safari Park So,","Lee G. Simmons Wildlife Safari Park 

So, I had no intention of posting about our visit here today, however, my playground tester (aka— my 3.5 year old daughter) can sniff a playground out better than anyone! After the amazing morning we had here today, I wanted to share how much fun we really did have while at the @simmonswildlifesafari Park! 

Even after becoming a parent, I didn’t realize how much is offered at the Wildlife Safari Park in Ashland. I always thought you went, drove in a loop and then headed on home. I was gladly wrong about most of that—while yes, driving in a loop of the park is a main part of the visit, there are opportunities to get out, hike and look at the animals from lookout towers. There is an area right in the middle of the park that houses the education center, bathrooms, a small concession stand and picnic tables where you can bring your own picnic lunch! Right near there is the Eagle Aviary and you can see the bald eagles! From there, head on the mile loop to to see the bears, wolves and even some owls. 

And yes, at the beginning (or end!) of your journey you can park and have your littles get their wiggles out at the little playground. With a wood chip surface, there are two small slides, monkey bars and a few other features—just enough to burn some energy off before hopping in the car to visit some bison  There is also a small nature playground also in the park where if you’ve got some wiggles, your kids can check that out, too! (Didn’t snap a photo of this one!!!) 

Right now there is the Jurassic Adventure with dinosaurs scattered through the park, where it sometimes feels like you’re in Jurassic Park (especially if you’re driving a jeep!) 

All in all, you can easily spend a whole morning or even a whole day exploring! 

$12 Adults, Children 12+
$10 Children 3-10
Free: Children 2 & Under 
*Memberships available! 

So tell me, were you like me? Did you not realize what you can do here? Have you been? What does your family love?",clpzow697000310stkk4w574j,2023-08-13 21:52:50,2023-08-13 21:52:50,3168742558008093149
55,"It’s no mystery, I love me a","It’s no mystery, I love me a good playground! There are a million reasons why playgrounds are beneficial to our kids, and I’ve compiled my Top 5  Getting out to the playground is no small feat, we’ve got to pack up the kids, remember all of the snacks (and include variety), get into and then out of the car seats just get some playtime in. So us mamas…we know that it’s worth it

This is by no means a comprehensive list, and remember I’m just a lady on the internet—so if I forgot or missed something, be kind! 

So I gotta know— What are your favorite reasons to get to your favorite playground?",clpzow697000310stkk4w574j,2023-08-20 03:22:13,2023-08-20 03:22:13,3173256990893206689
57,"Stinson Park, Aksarben Village One of our","Stinson Park, Aksarben Village 

One of our favorites to come for a little bit or sometimes we stay for over an hour—like this evening! Stinson Park is a great location with a structure best suited for your littles, but I’ve seen some big kids get down on this playground! 

Most of the slides and ladders are great for your newest daredevils (literally, what is it about being 2 years old makes one feel invincible???) as well as those who are more hesitant climbers. With low, achievable ladders, shorter slides and a small rock wall everyone will find something to like here. If you’re bringing littles, your best bet is to visit in those AM hours when most bigs are in school, as the after school and dinner hours get busy! There is a big loop around a large green space for some walking or you’ll catch some big kids zooming around on bikes, scooters or skateboards. There’s a sizable shaded spot with a few benches if y’all can sit with your park pal and watch your kiddos—and for that most of us are jealous of you. 

The best part about this park is all of the businesses nearby—including @roast_coffeehouse  There are also spots for lunch — @innerrailfoodhall and @jones_bros_cupcakes ! On Sundays during the summer catch the @omahafarmersmarket where you can grab some fresh local produce and let your little get some wiggles out. 

So tell me—when are you going to visit? Tag your park pals that you need to catch up with over a coffee or just tag those who need to know about us here at OPC! ",clpzow697000310stkk4w574j,2023-08-26 02:39:40,2023-08-26 02:39:40,3177584228551653959
56,Dom’s Park Playground at Chalco Hills What,"Dom’s Park Playground at Chalco Hills 

What better way to spend an entire summer morning than at the Chalco Hills playground? This playground has three different climbing structures—with one of them dedicated to our smaller climbers. A little walk around the outside of the playground has three little pit stops for kids to use their imaginations—one as a gas station and two storefronts! 
I consistently see kids of all ages playing here, so no matter what age you’ve got, they will find something to do here! 

A music area with xylophones, bongos, and even a glockenspiel (!!) every kid that comes to this park can find something to float their boat! 

Other features:
-Shaded pavilion with picnic tables
-Nature “playground” nearby
-Gaga Ball Pit
- A sandpit across the way with four different spinners inside (I was able to keep my daughter away from the sand for her first few visits! So if you aren’t big on sand, it’s easy to corral your kiddo away!) 
-Park restrooms—so while they exist, they are no frills, bring “hanitizer” and even some emergency TP!

 Have you been here!? What is your family’s favorite feature?",clpzow697000310stkk4w574j,2023-08-10 19:39:41,2023-08-10 19:39:41,3166501207455559856
63,Holy Cannoli—you Oma-Mamas really have outdone yourselves!,"Holy Cannoli—you Oma-Mamas really have outdone yourselves! The response to this new little corner of the internet shows that it is SO needed, and I can’t believe y’all are trusting me to bring you all the parks and playgrounds in the Omaha area! 

I’ve gotten the nicest DMs with suggestions of places to go, words of encouragement and other ideas that I can’t wait to make happen! 

Thanks again for your shares, your likes and your follow—I won’t let y’all down ",clpzow697000310stkk4w574j,2023-08-09 13:19:12,2023-08-09 13:19:12,3165584927814733764
61," Arbor Gate Park Yesterday brought us"," Arbor Gate Park

Yesterday brought us out west to the Arbor Gate neighborhood park, and what a fun little find! I was happy to see that there’s a small parking lot even for a small neighborhood park! Surrounded by a small soccer field and basketball court was a playground that has two different structures—a big one and a smaller one best suited for your toddlers! 

We had lots of fun on the swings, merry go round and slides. There is mostly a rubberized surface along with some sand around the areas your littles may fall (bottom of slides, swings,etc.) 

There are no bathrooms around, which is normal for most neighborhood parks. There seems to be a great walking path as well as a pickleball court! I liked that there is enough room for a whole family to spread out and have fun all in one stop. 

Have you been here? Is this your neighborhood park?",clpzow697000310stkk4w574j,2023-11-23 13:44:58,2023-11-23 13:44:58,3242424126551019585
66,Mission Park West Playground Today we hit,"Mission Park West Playground 

Today we hit up this neighborhood park in Millard! This park is a climber’s DREAM!  With multiple structures to climb—faux stone, logs and rope ladders—this is a great place for your busiest bodies. The giant slide was a fun feature we went down over and over, as well as the rope bridge to climb across. 

This park is most ideal for a 5 and up crowd who are on the more experienced climbing side. My own 3.5 year old is a pretty confident climber and was not loving how high or unsteady the ropes were. The challenges and room for imagination definitely are more suited for those older kids. For those with only toddlers, I’d skip this one and keep it in your back pocket until they’re older! 

Surface is supposed to be half sand and half rubberized surface, the sand has definitely taken over, and I’d say this is mostly sand. This is truly a neighborhood park—no parking lot and no bathrooms! There is an awesome walking trail that pops around the playground and into the neighborhood—if I wasn’t in a time crunch I would have walked it a little to see how far it goes! (Any Millard moms for some insight?!) 

Overall we had tons of fun here, and it’s a great playground to round up some buddies and have some adventures. 

- Shaded structure nearby 
- Multiple benches around the structure 
- Four swings available—two bucket swings and two big kid swings 
- Just revamped by @omaha_parks this past spring! 
- Plug in “175th and Monroe Street” into your GPS to find this one—no official Google location!",clpzow697000310stkk4w574j,2023-08-09 19:40:58,2023-08-09 19:40:58,3165777080046067124
65,Born from the idea that we shouldn’t,"Born from the idea that we shouldn’t have to rely on Google to find the perfect playground for our daily adventures, here is the Omaha Playground Collective! 

Our goal is simple: it’s the idea that y’all will be able to find new parks and playgrounds + learn a little about them before packing up your whole family only to discover that a certain park has—gasp—sand! Or that there aren’t bathrooms at that playground. Maybe you need something for your big kids, or a park that will “last all morning”—we’ve all been there. 

Discovering all of the amazing parks, playgrounds, splash pads and more in the Omaha area has always been my mission… so why keep it to myself? 

Sooooo, do you like it or do you love it? Do you have a park that the moms and dads of Omaha just need to know about? Comment below, and I’ll add it to our Adventure list ",clpzow697000310stkk4w574j,2023-08-08 07:38:18,2023-08-08 07:38:18,3164688576159565839
64,Blondo Ridges Park We LOVED this playground!,"Blondo Ridges Park

We LOVED this playground! This park is catered to kids of all ages. There is a wide range of climbing challenges including a rock wall, log climbers and various ladders!

A shaded area with four picnic tables, a soft rubber play surface, and a small walking path going around the park—for those who like to get their steps in while watching their littles!

Final thoughts: without any bathrooms, it’s hard to call this an all day stay, but you can definitely keep your littles busy for a few hours 

So tell me— have you been? Are you going to check it out? ",clpzow697000310stkk4w574j,2023-08-07 19:48:44,2023-08-07 19:48:44,3164331441768662895
40," Lewis and Clark Landing Park at"," Lewis and Clark Landing Park at the Riverfront 

This sunny Saturday brought us downtown to the new Lewis and Clark Riverfront Park, and as soon as we turned the corner my playground tester was shouting “there it is!!” And of course she did—this park is so visually impressive and inviting that even I started smiling as we pulled into the parking lot. It’s mostly fenced in—yay—with one opening on the side near the new Kiewit Luminarium- @kiewitluminarium 

My daughter is almost 4, and as far as this park goes I would say that she is on the younger end of the range for the kids that can navigate this park independently. While all ages should go to all parks, unless you’ve got an older kiddo be ready to follow your little around as they explore. The structures are amazing in the sense that kids have got to use their critical thinking skills as they tackle hills, steps, logs and rock walls. 

The most obvious structures, the striking huge rockets are definitely BIG—even the “small” ones. There are nets inside to climb up as you navigate up to go down metal slides. (I’m ready for your help to comment with how they are during the summer.) The slides are big and fast, and I know they go fast. Set your kids up for success before they go up and let them know what it will be like. 

There is room for a water feature for water play—which is not a splash pad by any means. It’s closed for the season, but looks like some fun exploration and encourages experimentation, cause and effect and problem solving.

There is also a sand pit, benches, giant swings, and a Zipline! There are fairly clean bathrooms located inside right by a few picnic tables. We could have stayed here all day long, and maybe later on we will! 

Have you been here? Do you love the reimagined area downtown?",clpzow697000310stkk4w574j,2023-11-04 22:04:27,2023-11-04 22:04:27,3228904787999100327
58,Swanson Park Playground Today we buzzed over,"Swanson Park Playground

Today we buzzed over to Bellevue to check out Swanson Park Playground! What a fun little spot that is tucked away from the hustle and bustle of Cornhusker. The park itself isn’t fenced, but is far enough away from major roads if you’ve got someone who roams around. 

We liked all of the climbing challenges, and some of these ladders and climbing structures go fairly high—so unless you’ve got a confident climber expect to be doing lots of spotting. It has a mulch surface, but I also noticed that some of the spots underneath the most popular spots (spinner, swings, etc) has been worn down actually making it hard for kids to independently climb onto these! With some TLC, it would be a great park to sit on the bench and enjoy this beautiful weather we are expected to have for this week!  There are so many picnic tables and lots of shade to have a fun play date or lunch picnic here!

Is this your go to park? Have you visited?",clpzow697000310stkk4w574j,2023-10-17 18:16:41,2023-10-17 18:16:41,3215744182186095220
46,I know it’s hot now but fall,"I know it’s hot now but fall is here! We all know that as Nebraskans our warm weather doesn’t last forever, and there are always places we wish we had visited before there are inches of snow outside our doors. I have so many places left to go, so I thought—why not try something to get us all out trying some new places? 

Here’s how the Playground Passport works: screenshot the story and/or post with the passport image. Then, from now until October 31 work through the list on your own or with some pals. Tag me as you go or just at the end of the challenge for a chance to win! Each person who finishes the challenge will be entered to win a play date at @chirpysplaycafe (drinks for parents included!) to save for those first few cold days when you know you gotta take playtime inside! I will contact the winner via DM! 

Let’s have fun this fall, and get out and about before we drag those parkas out of the closet. Comment below—where are you heading? Tag your pal so they can get started, too! 

**Yes.. I totally know that some parks can double or triple dip—the idea is to try to new parks and playgrounds! 
 
**When you screenshot the story, you can add your own text and tags as you go! I won’t see your entries unless I’m tagged!",clpzow697000310stkk4w574j,2023-09-04 15:45:35,2023-09-04 15:45:35,3184502779053598123
62,Stonecroft Park Y’all. Today we went to,"Stonecroft Park 

Y’all. Today we went to Stonecroft Park in Bellevue and dang, this place blew our minds! 

This barrier-free playground is absolutely huge, and has so many fun features we have not seen elsewhere! This playground is a sensory seeker’s paradise with a roller slide, different textures on slides, things to drum on and so many different things to climb that I hardly could count! We had a blast running all around trying everything. 

A large parking lot, shaded area with tables, and…no sand! A rubberized play surface is what you’ll find at this one. There is a maintained portapotty—how do I know this you may ask—because we had to use even with a few reminders to go before we left the house. (Tell me this happens to y’all.) There is a small trail nearby that links up with the Daniell Trail if you need some miles as well! 

I fully admit I am late to the Stonecroft Party—what about y’all? Who is heading there this week?",clpzow697000310stkk4w574j,2023-09-03 02:37:01,2023-09-03 02:37:01,3183381106770001397
59," Adventure Trails at Henry Doorly Zoo"," Adventure Trails at Henry Doorly Zoo 

This one may seem like a no brainer for y’all, but even if one person learns about the amazingness that is the Adventure Trails Exhibit at the Henry Doorly Zoo. You could very easily make your entire zoo visit to the Adventure Trails (like we did!) or at least spend most of your morning there. 

With a 250 foot long stream with a waterfall, tons of opportunities to climb and explore, and an impressive 40-foot treehouse there is something for everyone. It’s very spread out, so if you’ve got multiple busy bees, I’d recommend bringing reinforcements to explore different areas. These structures are so well thought out so that your climbers can explore and gain confidence as they climb the web structure, beehive, or the treehouse. The treehouse has a huge, awesome slide that has a height requirement, and I would recommend someone exploring with those who are 3 and under up there! 

These bathrooms are also the best kept secret of the zoo, with two family bathrooms with kid-sized toilets and two areas where you can nurse your littlest ones. On weekend days, the snack bar has healthy, kid-friendly snacks—but as always you can pack snacks and drinks from home. 

- Current Hours are M-F 9-1pm, Weekends 9-5; Closes for the season on September 17 (they get ready for Ghouls and Glow!) 
- This is included in Zoo admission and Memberships! 

Sooooo, ok who else goes here as often as we do during the summer?",clpzow697000310stkk4w574j,2023-09-02 12:55:42,2023-09-02 12:55:42,3182967721066980978
48," Flanagan Lake Park Playground We finally"," Flanagan Lake Park Playground

We finally were able to spend lots of time outside now that the temperatures weren’t the same as the surface of the sun. We made our way out west to Lake Flanagan. I was tipped off about this beaut of a playground, and dang I wish I had known about this one before now! This structure is amazing with 5+ slides and countless ladders and places for kids to climb and even have room to run! Kids were playing all types of games—there was a big group playing tag with still lots of room for littles to climb and walk safely without bumping into each other. 

There was a fun rock wall + slide combo off to the side as well as an area for swings. There is green space all around, and while there isn’t a fence around it, it is below the parking lots, making it hard for a runner to put themselves in huge danger (unless you’ve got Usain Bolt on your hands!) There are bathrooms and plenty of shade, benches and tables. You can truly spend all day here, because after playground and lunch, head out for a ride, walk or run on the trail around the lake.

I couldn’t think of one negative about this park, until I realized that—yes, there is sand! Sand-haters, you might want to still give this one a chance, it is that good! 

Hot Tip: this entrance is off of Ida Street—make sure you type in “Flanagan Lake Playground” into your GPS! 

Soooo, are you a regular here? Or are you like me, and JUST discovered this one?",clpzow697000310stkk4w574j,2023-08-26 19:50:37,2023-08-26 19:50:37,3178103128448599713
